legal_articles,legal_violation_categories,violation_keywords,reason_ai
《上海市公路管理条例》第五十一条第一款,交通运输,ai,依据《公路管理条例》，属公路管理领域。
《上海市公路管理条例》第五十四条,交通运输,ai,属公路管理领域违法，归交通运输。
《上海市出租汽车管理条例》第十八条第一款第一项,交通运输,ai,出租汽车管理条例属道路运输管理。
"《上海市出租汽车管理条例》第十八条第一款第一项,",交通运输,ai,出租汽车管理条例属交通运输管理。
《上海市出租汽车管理条例》第十八条第一款第一项的规定,交通运输,ai,出租汽车管理条例属于道路运输监管。
《上海市出租汽车管理条例》第十四条第四款,交通运输,ai,出租汽车管理条例属道路运输监管。
《上海市出租汽车管理条例》第四十九条第一款,交通运输,ai,《出租汽车管理条例》属道路运输监管。
《上海市出租汽车管理条例》第四十四条第一款第三项,交通运输,ai,出租汽车管理条例直接属交通运输领域。
《上海市出租汽车管理条例》第四十四条第一款第三项,交通运输,ai,出租汽车管理条例属道路运输管理。
《上海市医疗机构医疗服务项目和价格汇编》,市场秩序与竞争监管,ai,系医疗服务项目及价格标准相关。
《上海市嘉定区市场监督管理局协助调查函》,其他,ai,仅有协助调查函名称，无法细分。
《上海市嘉定区市场监督管理局询问通知书》,其他,ai,仅见询问通知书名称，内容缺失。
《上海市嘉定区市场监督管理局限期提供材料通知书》,*行政检查材料*,ai,仅为限期提供材料程序文书。
《上海市定价目录》,市场秩序与竞争监管,ai,依据定价目录，属于价格管理。
《上海市市场监督管理行政处罚程序规定》第十三条,其他,ai,仅给出条文标题，无法判断具体类型。
《上海市河道管理条例》第三十五条第一项,环境保护,ai,河道管理条例属水域水资源管理。
《上海市河道管理条例》第二十七条第一款,环境保护,ai,《河道管理条例》属水域水资源管理。
《上海市河道管理条例》第十八条,环境保护,ai,河道管理条例内容，属水域水资源管理】
《上海市河道管理条例》第四十三条,环境保护,ai,河道管理条例涉及水域及水资源管理。
《上海市河道管理条例》第四十五条,水资源*,ai,河道管理属水域水资源管理。
《上海市河道管理条例》第四十四条,环境保护,ai,河道管理条例属水域水资源管理。
《上海市生活垃圾管理条例》第二十七条第二款的规定,*生活垃圾分类管理*,ai,依据生活垃圾管理条例第二十七条。
《上海市生活垃圾管理条例》第二十六条第一款,环境保护,ai,《生活垃圾管理条例》属环保领域管理。
《上海市生活垃圾管理条例》第二十六条第一款的规定,*生活垃圾管理*,ai,依据本市生活垃圾分类管理条例。
《上海市生活垃圾管理条例》第二十四条第一款,环境保护,ai,生活垃圾管理条例，属环境管理范畴。
《上海市生活垃圾管理条例》第五十七条第一款,*生活垃圾分类管理*,ai,引用生活垃圾管理条例第五十七条相关。
《上海市生活垃圾管理条例》第五十八条第一款,环境保护,ai,生活垃圾分类管理，属环境保护范畴。
《上海市生活饮用水卫生监督管理办法》第七条第（三）项,卫生健康,ai,生活饮用水卫生监管属公共卫生。
《上海市生活饮用水卫生管理规范》,卫生健康,ai,规范生活饮用水卫生管理，属公共卫生。
《上海市自费出国留学中介服务合同》,市场秩序与竞争监管,ai,规范中介服务合同，属消费合同管理。
《上海市行政处罚案件信息主动公开办法》,其他,ai,仅有办法名称，无法对应具体领域。
《上海市行政执法证》,其他,ai,仅出现执法证名称，无法细分。
《上海市锅炉大气污染排放标准》,环境保护,ai,锅炉大气污染排放标准属环保领域。
《上海市静安区市场监督管理局检测/鉴定期间告知书》,其他,ai,仅为程序性告知书名称，无法细分。
《上海市静安区市场监督管理局检测/鉴定结果告知书》,产品质量与安全,ai,检测/鉴定结果通常针对产品质量问题。
《上海市餐厨垃圾处理管理办法》第七条的规定,环境保护,ai,餐厨垃圾管理属环境保护领域。
《上海福华医院》,卫生健康,ai,《上海福华医院》系医疗机构相关。
《上海纺织集团检测标准有限公司》,其他,ai,仅有单位名称，无具体违法内容。
《上海谱尼测试技术有限公司》,其他,ai,仅有企业名称，缺乏具体违法内容。
《上网电量结算表》,其他,ai,仅有表名无具体内容，无法细分。
《不予立案情况说明》,其他,ai,标题即为不予立案情况说明。
《不动产权证》,建设工程与房地产,ai,涉及不动产权证属不动产登记。
《不动产权证书》,建设工程与房地产,ai,《不动产权证书》直接涉及不动产登记。
《不符合报告》,其他,ai,仅有标题无具体内容，无法判断。
《不符合规定产品核查函》,产品质量与安全,ai,《不符合规定产品核查函》直指产品质量问题。
《不要告诉别人,其他,ai,未提供具体条文内容，无法判断。
《不起诉决定书》,其他,ai,《不起诉决定书》表明不予追责。
《不锈钢真空杯》,产品质量与安全,ai,《不锈钢真空杯》属产品质量标准规范。
《专利法实施细则》第八十四条,侵犯商标/知识产权,ai,依据专利法实施细则，属专利权管理。
《专利法实施细则》第八十四条第一款,侵犯商标/知识产权,ai,依据专利法细则，属专利及知识产权监管。
《专利行政执法办法》第三十一条,侵犯商标/知识产权,ai,专利行政执法本质属知识产权管理。
《专利行政执法办法》第十一条,侵犯商标/知识产权,ai,依据专利行政执法规定，属专利违规。
《专利行政执法办法》第十条第五款,侵犯商标/知识产权,ai,依据专利执法规定，属专利权纠纷。
《专利行政执法办法》第四十七条第一款,侵犯商标/知识产权,ai,依据专利执法办法，属专利知识产权。
《专家意见表》,其他,ai,仅有标题无实质内容可判定。
《专柜合同书》,其他,ai,仅出现合同名称无法判断具体类型。
《专项审计报告》,其他,ai,《专项审计报告》本身无具体违法情节。
《专项审计调查报告》,其他,ai,仅有标题无法判断具体违法类型。
《世界时装之苑》,公共文化与传媒,ai,杂志期刊名称，属文化传媒领域。
《世界经济展望?应对生活成本危机》,其他,ai,系经济研究报告标题，与行政违法无关。
《业务使用协议》,其他,ai,仅有协议标题，无具体条文内容。
《业务受理单》,其他,ai,仅有标题，无任何具体案情信息。
《业务委托合同》,其他,ai,仅见合同名称，无法识别具体领域。
《业务推广承揽合同》,其他,ai,《业务推广承揽合同》内容缺失，无法判断。
《东一采区设计说明书》,安全生产,ai,《采区设计说明书》属矿山安全生产管理规范。
《东一采区设计说明书》第2项,安全生产,ai,采区设计属矿山安全生产规范。
《东丰县市场监督管理局行政处罚听证告知书》,其他,ai,仅有听证告知书名称，无法判断具体违法类型。
《东南商报》,其他,ai,仅有报纸名称，无法判断具体行为。
《东南快报》,公共文化与传媒,ai,《东南快报》属新闻媒体领域。
《东南早报》,公共文化与传媒,ai,《东南早报》属新闻传媒领域。
《东方航空》,交通运输,ai,航空公司相关，属交通运输领域。
《东港区人民政府关于同意日照市东港区理想之城南区项目“4·1”一般高处坠落事故结案的批复》,安全生产,ai,一般高处坠落事故，属生产安全。
《东莞导视频道排期表》,公共文化与传媒,ai,涉及媒体频道节目排期管理。
《东莞市四丰检测技术有限公司监测报告》,环境保护,ai,监测报告通常用于环境监测与排污监管。
《东莞市宝盈精密五金有限公司2012年度1到6月份审计报告》,财税与金融监管,ai,基于审计报告反映财务会计问题。
《东莞市工商局处理网络投诉举报工作指引》,市场秩序与竞争监管,ai,规范网络投诉举报，维护消费秩序。
《东莞市工商行政管理局协助调查函》,其他,ai,仅有协助调查函名称，无法判断。
《东莞市工商行政管理局行政处罚告知书》,其他,ai,仅有标题无具体违法事实描述。
《东莞市工商行政管理局责令改正通知书》,其他,ai,仅有文书名称，未见具体违法内容。
《东莞市市场监督管理局关于提醒企业履行2021年度年报公示义务的公告》,市场主体与登记治理,ai,涉及企业年度报告公示义务问题。
《东莞市市场监督管理局行政处罚裁量权适用规则》第十六条第一款第（一）、（二）项,市场秩序与竞争监管,ai,规制市场监管处罚裁量，属市场秩序。
《东莞日报》,公共文化与传媒,ai,《东莞日报》属新闻传媒管理领域。
《东营市优待老年人规定》,*老年人权益保护,ai,依据优待老年人地方性规定。
《东营市国鑫化工有限责任公司发货明细表》,财税与金融监管,ai,发货明细表属企业财务票据。
《东营市河口区综合行政执法局行政处罚自由裁量标准》第38项,其他,ai,未提供具体条文内容，无法判断。
《东营市河口区综合行政执法局行政处罚裁量基准》第38项,其他,ai,未提供具体条文内容无法判断。
《严正声明》,其他,ai,仅有标题“严正声明”，无法判断内容。
《严重违法失信企业名单管理暂行办法》第五条第一款第一项,市场主体与登记治理,ai,违反企业信息公示与年报相关规定。
《个人信用信息基层数据库管理暂行规定》第三十九条第（六）项,财税与金融监管,ai,涉及个人信用信息及征信管理规定。
《个人信用信息基础数据库管理暂行办法》,财税与金融监管,ai,规范征信及信用信息管理行为。
