legal_articles,legal_violation_categories,violation_keywords,reason_ai
《国家工商行政管理总局关于禁止仿冒知名商品特有的名称、包装、装潢的不正当竞争行为的若干规定》第八条,不正当竞争/商业贿赂,仿冒知名商品||不正当竞争||竞争,
《河北省反不正当竞争条例》第四十条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第四十条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第四十四条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第四十一条第二款,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第四十一条第一款,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第四十一条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《中华人民共和国&nbsp;反不正当竞争法》第五条,不正当竞争/商业贿赂,不正当竞争||竞争,
《河北省反不正当竞争条例》第十条第（四）项,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《广西壮族自治区反不正当竞争条例》第十条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第十条第（八）项,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《北京市反不正当竞争条例》第十五条第二款第（四）项的规定依据,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《北京市反不正当竞争条例》第十五条第二款第（四）项之规定依据,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《北京市反不正当竞争条例》第十五条第一款的规定依据,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《北京市反不正当竞争条例》第十五条第一款、第二款第（五）项,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第十条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第十四条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第十四条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第9条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第45条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第41条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第40条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第40条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第37条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第36条第1款,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第22条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第21条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
"《河北省反不正当竞争条例》第16条,",不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第16条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第14条第1款,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第14条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第14条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《黑龙江省反不正当竞争条例》第十四条第一款第四项的规定,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第三十八条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第三十八条第一款,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第三十六条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第三十六条第一款,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第十六条第一款第（四）项,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第十六条第一款,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第十六条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第十二条第一款第（五）项,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第十三条第二款,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第八条第二款,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第八条第一款第二项,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《国家工商行政管理局关于有奖促销中不正当竞争行为认定问题的答复》,不正当竞争/商业贿赂,不正当竞争||竞争,
《河北省反不正当竞争条例》第八条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第二十二条第（一）项,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第二十二条第一项,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第二十二条第一款,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第二十三条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第二十一条第一款第一项,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第二十一条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第九条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《河北省反不正当竞争条例》第二十条第一款,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《中华人共和国反不正当竞争法》第九条第一款、,不正当竞争/商业贿赂,不正当竞争||竞争,
《国家工商行政管理总局关于禁止仿冒知名商品特有的名称、包装、装潢的不正当竞争行为的若干规定》第三条第（一）项、第六条及,不正当竞争/商业贿赂,仿冒知名商品||不正当竞争||竞争,
《中华人民共和国公司反不正当竞争法》第九条第一款,不正当竞争/商业贿赂,不正当竞争||竞争,
《浙江省反不正当竞争条例》第二十七条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《浙江省反不正当竞争条例》第七条第一款,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《四川省反不正当竞争条例》第四十一条“经营者违反本条例第十二条第一款、第三款,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《关于禁止有奖销售活动中不正当竞争行为的若干规定》第四条（国家工商局令第19号）第七条,不正当竞争/商业贿赂,不正当竞争||有奖销售||竞争,
《关于禁止有奖销售活动中不正当竞争行为的若干规定》第四条,不正当竞争/商业贿赂,不正当竞争||有奖销售||竞争,
《关于禁止有奖销售活动中不正当竞争行为的若干规定》第六条第一款、第三款,不正当竞争/商业贿赂,不正当竞争||有奖销售||竞争,
《关于禁止有奖销售活动中不正当竞争行为的若干规定》第六条第一款,不正当竞争/商业贿赂,不正当竞争||有奖销售||竞争,
《关于禁止有奖销售活动中不正当竞争行为的若干规定》第六条,不正当竞争/商业贿赂,不正当竞争||有奖销售||竞争,
《关于禁止有奖销售活动中不正当竞争行为的若干规定》第二条第二款,不正当竞争/商业贿赂,不正当竞争||有奖销售||竞争,
《关于禁止有奖销售活动中不正当竞争行为的若干规定》第三条第一款第（一）项、第六条第一款,不正当竞争/商业贿赂,不正当竞争||有奖销售||竞争,
《关于禁止有奖销售活动中不正当竞争行为的若干规定》第三条第一款第（一）项,不正当竞争/商业贿赂,不正当竞争||有奖销售||竞争,
《关于禁止有奖销售活动中不正当竞争行为的若干规定》第七条第二款和,不正当竞争/商业贿赂,不正当竞争||有奖销售||竞争,
《关于禁止有奖销售活动中不正当竞争行为的若干规定》第七条第一款第二款、,不正当竞争/商业贿赂,不正当竞争||有奖销售||竞争,
《关于禁止有奖销售活动中不正当竞争行为的若干规定》第七条第一款、第二款,不正当竞争/商业贿赂,不正当竞争||有奖销售||竞争,
《浙江省反不正当竞争条例》第二十五条、第二十六条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
《关于禁止有奖销售活动中不正当竞争行为的若干规定》第七条,不正当竞争/商业贿赂,不正当竞争||有奖销售||竞争,
《关于禁止有奖销售活动中不正当竞争行为的若干规定》,不正当竞争/商业贿赂,不正当竞争||有奖销售||竞争,
《关于禁止仿冒知名商品特有的名称、包装、装潢的不正当竞争行为的若干规定》第四条,不正当竞争/商业贿赂,仿冒知名商品||不正当竞争||竞争,
《关于禁止仿冒知名商品特有的名称、包装、装潢的不正当竞争行为的若干规定》第八条、,不正当竞争/商业贿赂,仿冒知名商品||不正当竞争||竞争,
《安徽省反不正当竞争条例》第九条第一款第（三）项,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,
